Player,Min,90s,Age,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_per90,Ast_per90,G+A_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Nation,Pos,Comp,Squad,Cluster_KMeans,DBSCAN_Label
Aleksandar Sedlar,594.0,6.6,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SRB,DF,La Liga,Alavés,3,0
Aleksandr Golovin,1153.0,12.8,28.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.3,2.3,2.4,4.7,39.0,112.0,72.0,0.23,0.0,0.23,0.18,0.19,0.37,0.18,0.37,RUS,"MF,FW",Ligue 1,Monaco,0,0
Alen Sherri,621.0,6.900000000000001,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ALB,GK,Serie A,Cagliari,2,0
Alessandro Bastoni,2401.0,26.7,25.0,1.0,5.0,6.0,1.0,0.0,0.0,6.0,1.0,0.8,0.8,2.3,3.2,62.0,162.0,83.0,0.04,0.19,0.22,0.03,0.09,0.12,0.03,0.12,ITA,DF,Serie A,Inter,3,0
Alessandro Bianco,2582.2475171886936,28.702673796791448,21.0,0.9931245225362872,0.0,0.9931245225362872,0.9931245225362872,0.0,0.0,8.938120702826586,0.0,1.2910618792971733,1.2910618792971733,1.1917494270435447,2.482811306340718,34.75935828877005,124.14056531703591,23.841864018334608,0.029793735676088617,0.0,0.029793735676088617,0.03972498090145149,0.03972498090145149,0.08938120702826585,0.03972498090145149,0.08938120702826585,ITA,MF,Serie A,Fiorentina,0,0
Alessandro Buongiorno,1924.0,21.4,25.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.8,0.8,0.6,1.4,27.0,82.0,8.0,0.05,0.0,0.05,0.04,0.03,0.07,0.04,0.07,ITA,DF,Serie A,Napoli,0,0
Alessandro Circati,540.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,1.0,10.0,0.0,0.0,0.0,0.0,0.05,0.0,0.06,0.05,0.06,AUS,DF,Serie A,Parma,2,0
Alessandro Deiola,1432.0,15.9,28.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,1.7,1.7,0.6,2.4,11.0,40.0,36.0,0.13,0.06,0.19,0.11,0.04,0.15,0.11,0.15,ITA,MF,Serie A,Cagliari,0,0
Alessandro Florenzi,5.0,0.1,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,FW,Serie A,Milan,2,0
Alessandro Gabrielloni,142.0,1.6,30.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.8,1.1,5.0,6.0,13.0,0.63,0.63,1.27,0.19,0.49,0.68,0.19,0.68,ITA,"FW,MF",Serie A,Como,1,-1
Alessandro Marcandalli,318.58,3.509,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.2655,0.2655,0.0,0.2655,1.77,8.965,0.885,0.0,0.0,0.0,0.061950000000000005,0.0,0.061950000000000005,0.061950000000000005,0.061950000000000005,ITA,DF,Serie A,Venezia,2,0
Alessandro Vogliacco,744.5924680564896,8.263416274377942,25.0,0.9616677874915938,0.0,0.9616677874915938,0.9616677874915938,0.0,0.0,2.480833893745797,0.0,0.6770006724949563,0.6770006724949563,0.051916610625420315,0.7770006724949562,5.365837256220578,23.404169468728984,0.9616677874915938,0.12020847343644922,0.0,0.12020847343644922,0.0869334229993275,0.005191661062542031,0.09212508406186955,0.0869334229993275,0.09212508406186955,ITA,DF,Serie A,Parma,2,0
Alessandro Zanoli,1711.0,19.0,23.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4000000000000001,0.4000000000000001,1.6000000000000003,2.0,65.0,27.0,90.0,0.05000000000000001,0.0,0.05000000000000001,0.02,0.08,0.11,0.02,0.11,ITA,"FW,DF",Serie A,Genoa,0,0
Alessio Cacciamani,31.0,0.3,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,"MF,DF",Serie A,Torino,2,0
Alessio Iovine,387.0,4.3,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,9.0,6.0,8.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,ITA,"DF,FW",Serie A,Como,2,0
Alessio Romagnoli,2672.0,29.7,29.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,2.0,2.4,2.4,0.3,2.6,8.0,90.0,4.0,0.07,0.0,0.07,0.08,0.01,0.09,0.08,0.09,ITA,DF,Serie A,Lazio,3,1
Alessio Zerbin,1516.0052631578947,16.877763157894734,25.0,0.9986842105263158,0.9986842105263158,1.9973684210526317,0.9986842105263158,0.0,0.0,3.9947368421052634,0.0,1.8975,1.8975,2.0972368421052634,3.8948684210526316,52.930263157894736,53.92894736842105,69.90789473684211,0.059921052631578944,0.059921052631578944,0.11984210526315789,0.10985526315789473,0.11984210526315789,0.22969736842105265,0.10985526315789473,0.22969736842105265,ITA,DF,Serie A,Napoli,0,0
Alex Baena,2595.0,28.8,23.0,7.0,9.0,16.0,7.0,0.0,1.0,9.0,0.0,7.1,6.3,11.7,18.1,91.0,189.0,154.0,0.24,0.31,0.55,0.25,0.41000000000000003,0.65,0.22,0.63,ESP,"MF,FW",La Liga,Villarreal,5,0
Alex Iwobi,2981.0,33.1,28.0,9.0,6.0,15.0,9.0,0.0,0.0,1.0,0.0,4.7,4.7,7.0,11.8,144.0,213.0,246.0,0.27,0.17999999999999997,0.45,0.14,0.21,0.35999999999999993,0.14,0.35999999999999993,NGA,"FW,MF",Premier League,Fulham,5,0
Alex Král,2714.0,30.200000000000003,26.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.5,1.5,1.5,3.0,49.0,78.0,79.0,0.0,0.030000000000000002,0.030000000000000002,0.05000000000000001,0.05000000000000001,0.10000000000000002,0.05000000000000001,0.10000000000000002,CZE,MF,La Liga,Espanyol,0,0
Alex McCarthy,450.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,GK,Premier League,Southampton,2,0
Alex Meret,3005.0,33.4,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,Serie A,Napoli,2,0
Alex Padilla,321.0,3.6000000000000005,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ESP,GK,La Liga,Athletic Club,2,0
Alex Palmer,1170.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,GK,Premier League,Ipswich Town,2,0
Alex Scott,755.0,8.4,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.9,1.6,15.0,52.0,33.0,0.0,0.0,0.0,0.09000000000000001,0.11,0.18999999999999997,0.09000000000000001,0.18999999999999997,ENG,MF,Premier League,Bournemouth,2,0
Alex Sola,1029.0,11.4,25.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.7,1.6,24.0,23.0,61.0,0.0,0.09,0.09,0.08,0.06,0.14,0.08,0.14,ESP,"MF,FW",La Liga,Getafe,0,0
Alexander Bernhardsson,1263.0,14.0,25.0,7.0,2.0,9.0,7.0,0.0,0.0,3.0,0.0,4.1,4.1,1.3,5.5,25.0,33.0,72.0,0.5,0.14,0.64,0.29,0.1,0.39,0.29,0.39,SWE,"FW,MF",Bundesliga,Holstein Kiel,1,0
Alexander Isak,2756.0,30.6,24.0,23.0,6.0,29.0,19.0,4.0,4.0,1.0,0.0,20.3,17.2,4.3,21.6,83.0,88.0,217.0,0.75,0.2,0.95,0.66,0.14,0.81,0.56,0.7,SWE,FW,Premier League,Newcastle Utd,5,0
Alexander Meyer,180.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05999999999999999,0.05999999999999999,0.0,0.05999999999999999,GER,GK,Bundesliga,Dortmund,2,0
Alexander Nübel,3060.0,34.0,27.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.01,0.01,0.0,0.01,GER,GK,Bundesliga,Stuttgart,2,0
Alexander Prass,1566.0,17.4,23.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,2.7999999999999994,3.6,28.0,63.0,66.0,0.0,0.06,0.06,0.05000000000000001,0.16,0.21000000000000002,0.05000000000000001,0.21000000000000002,AUT,DF,Bundesliga,Hoffenheim,0,0
Alexander Schwolow,540.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GER,GK,Bundesliga,Union Berlin,2,0
Alexander Sørloth,1566.0,17.4,28.0,20.0,2.0,22.0,19.0,1.0,1.0,4.0,0.0,16.8,16.0,1.6000000000000003,17.6,32.0,31.0,81.0,1.15,0.11,1.26,0.97,0.09,1.06,0.92,1.01,NOR,FW,La Liga,Atlético Madrid,1,-1
Alexandre Lacazette,2051.0,22.8,33.0,15.0,2.0,17.0,10.0,5.0,6.0,5.0,0.0,16.3,11.7,3.4,15.0,24.0,66.0,159.0,0.66,0.09,0.75,0.71,0.15,0.86,0.51,0.66,FRA,FW,Ligue 1,Lyon,1,0
Alexis Claude-Maurice,2109.0,23.4,26.0,9.0,2.0,11.0,9.0,0.0,0.0,4.0,0.0,4.7,4.7,1.2,5.9,59.0,61.0,102.0,0.38,0.09,0.47,0.2,0.05,0.25,0.2,0.25,FRA,"MF,FW",Bundesliga,Augsburg,5,0
Alexis Mac Allister,2599.0,28.899999999999995,25.0,5.0,5.0,10.0,5.0,0.0,0.0,6.0,0.0,2.8,2.8,4.7,7.5,36.0,177.0,80.0,0.17,0.17,0.35,0.10000000000000002,0.16,0.26,0.10000000000000002,0.26,ARG,MF,Premier League,Liverpool,0,0
Alexis Saelemaekers,1309.9533468559837,14.523732251521299,25.0,6.574036511156186,2.817444219066937,9.391480730223124,6.574036511156186,0.0,0.0,3.7565922920892496,0.0,2.347870182555781,2.347870182555781,2.447870182555781,4.795740365111562,37.05273833671399,50.0182555780933,128.5152129817444,0.4226166328600406,0.17843813387423937,0.610446247464503,0.15026369168356998,0.1633062880324544,0.31356997971602435,0.15026369168356998,0.31356997971602435,BEL,"DF,FW",Serie A,Milan,1,0
Alexis Sánchez,437.0,4.9,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,1.0,2.0,19.0,19.0,0.0,0.0,0.0,0.16,0.04,0.2,0.16,0.2,CHI,FW,Serie A,Udinese,2,0
Alexsandro Ribeiro,2700.0,30.0,24.0,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,1.6,1.6,0.4,2.0,25.0,178.0,8.0,0.03,0.03,0.07,0.05,0.01,0.07,0.05,0.07,BRA,DF,Ligue 1,Lille,0,0
Alfie Dorrington,14.0,0.2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,DF,Premier League,Tottenham,2,0
Alfie Pond,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENG,DF,Premier League,Wolves,2,0
Alfon,1371.0,15.200000000000001,25.0,5.0,2.0,7.0,5.0,0.0,0.0,1.0,1.0,4.6,4.6,2.6,7.2,89.0,22.0,170.0,0.33,0.13,0.4600000000000001,0.3,0.17,0.47000000000000003,0.3,0.47000000000000003,ESP,"FW,MF",La Liga,Celta Vigo,5,0
Alfonso Espino,833.0,9.3,32.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.4000000000000001,0.4000000000000001,0.6,1.1,10.0,39.0,29.0,0.0,0.11,0.11,0.05000000000000001,0.07,0.12,0.05000000000000001,0.12,URU,DF,La Liga,Rayo Vallecano,0,0
Alfonso Pedraza,460.0,5.1,28.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.4,1.9,21.0,9.0,43.0,0.0,0.39,0.39,0.09,0.27,0.37,0.09,0.37,ESP,"DF,MF",La Liga,Villarreal,1,0
Alfred Duncan,957.0,10.6,31.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8,0.8,1.1,1.9,11.0,53.0,12.0,0.0,0.0,0.0,0.07,0.1,0.18,0.07,0.18,GHA,MF,Serie A,Venezia,2,0
Ali Abdi,1393.0,15.5,30.0,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,4.3,4.3,1.9,6.2,35.0,42.0,101.0,0.32,0.13,0.45,0.28,0.12,0.4,0.28,0.4,TUN,"DF,MF",Ligue 1,Nice,1,0
Ali Al Hamadi,134.0,1.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.4,4.0,3.0,14.0,0.0,0.0,0.0,0.23999999999999996,0.05,0.28,0.23999999999999996,0.28,IRQ,FW,Premier League,Ipswich Town,2,0
Ali Dembélé,388.0,4.3,20.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.4,0.4,0.1,0.5,8.0,12.0,8.0,0.23,0.0,0.23,0.08,0.02,0.1,0.08,0.1,FRA,DF,Serie A,Torino,3,0
Ali Jasim,10.0,0.1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IRQ,"FW,DF",Serie A,Como,2,0
Alidu Seidu,803.0,8.9,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.10000000000000002,0.10000000000000002,0.3,0.4000000000000001,23.0,41.0,17.0,0.0,0.0,0.0,0.009999999999999998,0.03,0.05000000000000001,0.009999999999999998,0.05000000000000001,GHA,DF,Ligue 1,Rennes,2,0
Alieu Fadera,1644.0,18.3,22.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,1.0,1.6999999999999997,1.6999999999999997,4.0,5.700000000000001,74.0,36.0,160.0,0.05,0.16,0.22,0.09000000000000001,0.22,0.31,0.09000000000000001,0.31,GAM,"FW,DF",Serie A,Como,5,0
Alieu Njie,394.0,4.4,19.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,0.4000000000000001,1.8999999999999997,10.0,7.0,26.0,0.23,0.0,0.23,0.34,0.10000000000000002,0.44000000000000006,0.34,0.44000000000000006,SWE,"FW,MF",Serie A,Torino,2,0
Aliou Badara Baldé,91.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.39999999999999997,2.0,1.0,5.0,0.0,0.0,0.0,0.18,0.17,0.35,0.18,0.35,GUI,"MF,FW",Bundesliga,Bochum,2,0
Alisson,2508.0,27.9,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,BRA,GK,Premier League,Liverpool,2,0
Aljoscha Kemlein,922.0,10.2,19.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.9,0.9,0.6,1.5,5.0,42.0,19.0,0.1,0.0,0.1,0.09000000000000001,0.06,0.15,0.09000000000000001,0.15,GER,MF,Bundesliga,Union Berlin,2,0
Allan Nyom,887.0,9.9,36.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,0.3,0.8,5.0,22.0,21.0,0.1,0.2,0.3,0.05,0.03,0.09,0.05,0.09,CMR,"DF,MF",La Liga,Getafe,0,0
Almoatasem Al Musrati,386.0,4.3,28.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9000000000000001,2.0,41.0,5.0,0.23,0.23,0.47,0.11,0.1,0.21,0.11,0.21,LBY,MF,Ligue 1,Monaco,1,0
Almugera Kabar,137.0,1.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.5,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,GER,DF,Bundesliga,Dortmund,3,0
Alois Confais,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,MF,Ligue 1,Le Havre,2,0
Alphadjo Cissè,9.0,0.1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4600000000000001,0.0,0.4600000000000001,0.4600000000000001,0.4600000000000001,ITA,"FW,MF",Serie A,Hellas Verona,2,0
Alphonse Areola,2260.0,25.1,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,GK,Premier League,West Ham,2,0
Alphonso Davies,1560.0,17.3,23.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.2,1.2,1.6,2.8,81.0,120.0,140.0,0.06,0.12,0.17000000000000004,0.07,0.09000000000000001,0.16,0.07,0.16,CAN,DF,Bundesliga,Bayern Munich,5,0
Altay Bayındır,360.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TUR,GK,Premier League,Manchester Utd,2,0
Amad Diallo,1901.0,21.1,22.0,8.0,6.0,14.0,8.0,0.0,0.0,5.0,0.0,4.7,4.7,4.9,9.6,109.0,60.0,200.0,0.38,0.28,0.66,0.22,0.23,0.45,0.22,0.45,CIV,"MF,FW",Premier League,Manchester Utd,5,0
Amadou Haidara,1320.0,14.7,26.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.4,1.4,0.9,2.2,7.0,65.0,24.0,0.0,0.07,0.07,0.09,0.060000000000000005,0.15,0.09,0.15,MLI,MF,Bundesliga,RB Leipzig,0,0
Amadou Koné,1293.0,14.4,19.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.5,0.5,0.3,0.9,19.0,68.0,12.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,MLI,MF,Ligue 1,Reims,3,0
Amadou Onana,1617.0,18.0,22.0,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,2.1,2.1,0.7,2.8,29.0,75.0,16.0,0.17000000000000004,0.0,0.17000000000000004,0.12,0.04,0.16,0.12,0.16,BEL,MF,Premier League,Aston Villa,0,0
Amar Dedić,314.0,3.5,21.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.9,1.8,21.0,16.0,46.0,0.0,0.29,0.29,0.26,0.25,0.51,0.26,0.51,BIH,DF,Ligue 1,Marseille,1,0
Amath,375.0,4.2,28.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.5,0.9,10.0,12.0,29.0,0.0,0.24,0.24,0.09,0.13,0.21,0.09,0.21,SEN,"FW,DF",La Liga,Valladolid,2,0
Ameen Al-Dakhil,432.0,4.8,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.2,0.2,1.0,12.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,BEL,DF,Bundesliga,Stuttgart,3,0
Amidou Doumbouya,46.0,0.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRA,DF,Ligue 1,Nice,2,0
Amin Sarr,1907.0,21.2,23.0,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,3.2,3.2,2.1,5.4,31.0,41.0,103.0,0.19,0.05,0.24,0.15,0.1,0.25,0.15,0.25,SWE,FW,Serie A,Hellas Verona,0,0
Amine Adli,766.0,8.5,24.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.7,2.7,0.7,3.4,37.0,24.0,100.0,0.23,0.0,0.23,0.32,0.08,0.4,0.32,0.4,MAR,"MF,FW",Bundesliga,Leverkusen,0,0
Amine Gouiri,1042.5290167865708,11.550263788968824,24.0,6.518465227817746,2.5026378896882493,9.021103117505994,6.518465227817746,0.0,0.0,0.9947242206235012,0.0,5.962925659472423,5.962925659472423,2.0084412470023985,8.021630695443644,19.486810551558754,32.93141486810551,80.08968824940048,0.5615827338129497,0.21523741007194247,0.7768201438848921,0.5161342925659472,0.17073860911270983,0.6918465227817746,0.5161342925659472,0.6918465227817746,ALG,"FW,MF",Ligue 1,Rennes,1,0
Amine Harit,519.0,5.8,27.0,2.0,4.0,6.0,2.0,0.0,0.0,1.0,1.0,0.8,0.8,2.4,3.2,13.0,35.0,34.0,0.35,0.69,1.04,0.14,0.42,0.56,0.14,0.56,MAR,MF,Ligue 1,Marseille,1,-1
Amine Salama,373.0,4.1,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,12.0,9.0,28.0,0.0,0.0,0.0,0.17,0.08,0.25,0.17,0.25,FRA,FW,Ligue 1,Reims,2,0
Amir Richardson,1099.0,12.2,22.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.9,0.9,0.6,1.5,19.0,47.0,31.0,0.08,0.08,0.16,0.07,0.05,0.12,0.07,0.12,MAR,MF,Serie A,Fiorentina,0,0
Amir Rrahmani,3406.0,37.8,30.0,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,2.9,2.9,1.1,3.9,30.0,188.0,2.0,0.03,0.08,0.11,0.08,0.03,0.1,0.08,0.1,KVX,DF,Serie A,Napoli,0,0
Amos Pieper,1498.0,16.6,26.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.6,1.0,11.0,62.0,3.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,GER,DF,Bundesliga,Werder Bremen,2,0
Anass Salah-Eddine,152.0,1.7,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,8.0,2.0,15.0,0.0,0.59,0.59,0.19,0.08,0.27,0.19,0.27,NED,DF,Serie A,Roma,1,0
Anass Zaroury,1405.0,15.6,23.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,1.7,1.7,2.9,4.6,49.0,65.0,107.0,0.13,0.13,0.26,0.11000000000000001,0.18,0.29,0.11000000000000001,0.29,MAR,"FW,MF",Ligue 1,Lens,3,0
Anastasios Douvikas,645.625,7.165625,24.0,2.546875,1.453125,4.0,2.546875,0.0,0.0,1.546875,0.0,3.5390625,3.5390625,0.6078125,4.246875,6.90625,6.0,39.828125,0.35375,0.21156250000000001,0.55984375,0.49296875,0.0934375,0.5864062499999999,0.49296875,0.5864062499999999,GRE,FW,La Liga,Celta Vigo,1,0
Ander Barrenetxea,1263.0,14.0,22.0,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,1.6,1.6,1.9,3.6,43.0,48.0,152.0,0.07,0.21000000000000002,0.29,0.12,0.14,0.26,0.12,0.26,ESP,"MF,FW",La Liga,Real Sociedad,0,0
Ander Guevara,1947.0,21.6,27.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.6,1.5,14.0,112.0,19.0,0.0,0.05,0.05,0.04,0.03,0.07,0.04,0.07,ESP,MF,La Liga,Alavés,0,0
Ander Herrera,273.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.7,0.9,0.1,1.1,2.0,16.0,5.0,0.0,0.0,0.0,0.57,0.04,0.61,0.31,0.35,ESP,MF,La Liga,Athletic Club,2,0
Andoni Gorosabel,1485.0,16.5,27.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,1.8,2.1,17.0,51.0,59.0,0.0,0.12,0.12,0.02,0.11,0.13,0.02,0.13,ESP,DF,La Liga,Athletic Club,0,0
Andre-Frank Zambo Anguissa,2852.0,31.7,28.0,6.0,4.0,10.0,6.0,0.0,0.0,5.0,0.0,4.4,4.4,2.4,6.8,24.0,144.0,119.0,0.19,0.13,0.32,0.14,0.08,0.22000000000000003,0.14,0.22000000000000003,CMR,MF,Serie A,Napoli,0,0
Andrea Belotti,593.0,6.6,30.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.5,2.5,0.4,2.8,9.0,9.0,33.0,0.3,0.0,0.3,0.37,0.05,0.43,0.37,0.43,ITA,FW,Serie A,Como,1,0
Andrea Cambiaso,2221.0,24.7,24.0,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.7,0.7,2.6,3.3,78.0,111.0,122.0,0.08,0.12,0.2,0.03,0.11,0.13,0.03,0.13,ITA,"DF,FW",Serie A,Juventus,5,0
Andrea Carboni,2191.0,24.3,23.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,0.3,0.6,9.0,51.0,32.0,0.0,0.04,0.04,0.01,0.01,0.030000000000000002,0.01,0.030000000000000002,ITA,DF,Serie A,Monza,0,0
Andrea Colpani,1450.0,16.1,25.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.7,2.7,1.3,3.9,37.0,57.0,129.0,0.12,0.06,0.19,0.17,0.08,0.24,0.17,0.24,ITA,"FW,MF",Serie A,Fiorentina,0,0
Andrea Mazza,8.0,0.1,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ITA,GK,Serie A,Monza,2,0
Andrea Petagna,335.0,3.7,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,2.0,1.0,17.0,0.0,0.0,0.0,0.05,0.01,0.05,0.05,0.05,ITA,FW,Serie A,Monza,2,0
